title,year,runtime,genres,rating,metascore,votes,gross,genres_list,main_genre
Inside Out,2015.0,95,"Animation, Adventure, Comedy",8.1,94.0,616228,356461711.0,"['Animation', 'Adventure', 'Comedy']",Animation
Barfi!,2012.0,151,"Comedy, Drama, Romance",8.1,79.0,75721,2804874.0,"['Comedy', 'Drama', 'Romance']",Comedy
12 Years a Slave,2013.0,134,"Biography, Drama, History",8.1,96.0,640533,56671993.0,"['Biography', 'Drama', 'History']",Biography
Rush,2013.0,123,"Action, Biography, Drama",8.1,74.0,432811,26947624.0,"['Action', 'Biography', 'Drama']",Action
Ford v Ferrari,2019.0,152,"Action, Biography, Drama",8.1,81.0,291289,117624028.0,"['Action', 'Biography', 'Drama']",Action
Spotlight,2015.0,129,"Biography, Crime, Drama",8.1,93.0,420316,45055776.0,"['Biography', 'Crime', 'Drama']",Biography
Song of the Sea,2014.0,93,"Animation, Adventure, Drama",8.1,85.0,51679,857524.0,"['Animation', 'Adventure', 'Drama']",Animation
Kahaani,2012.0,122,"Mystery, Thriller",8.1,79.0,57806,1035953.0,"['Mystery', 'Thriller']",Mystery
Zindagi Na Milegi Dobara,2011.0,155,"Comedy, Drama",8.1,79.0,67927,3108485.0,"['Comedy', 'Drama']",Comedy
Prisoners,2013.0,153,"Crime, Drama, Mystery",8.1,70.0,601149,61002302.0,"['Crime', 'Drama', 'Mystery']",Crime
Mad Max: Fury Road,2015.0,120,"Action, Adventure, Sci-Fi",8.1,90.0,882316,154058340.0,"['Action', 'Adventure', 'Sci-Fi']",Action
A Wednesday,2008.0,104,"Action, Crime, Drama",8.1,79.0,73891,23530892.0,"['Action', 'Crime', 'Drama']",Action
Gran Torino,2008.0,116,Drama,8.1,72.0,720450,148095302.0,['Drama'],Drama
Harry Potter and the Deathly Hallows: Part 2,2011.0,130,"Adventure, Drama, Fantasy",8.1,85.0,764493,381011219.0,"['Adventure', 'Drama', 'Fantasy']",Adventure
Okuribito,2008.0,130,"Drama, Music",8.1,68.0,48582,1498210.0,"['Drama', 'Music']",Drama
Hachi: A Dog's Tale,2009.0,93,"Biography, Drama, Family",8.1,79.0,253575,23530892.0,"['Biography', 'Drama', 'Family']",Biography
Mary and Max,2009.0,92,"Animation, Comedy, Drama",8.1,79.0,164462,23530892.0,"['Animation', 'Comedy', 'Drama']",Animation
How to Train Your Dragon,2010.0,98,"Animation, Action, Adventure",8.1,75.0,666773,217581231.0,"['Animation', 'Action', 'Adventure']",Animation
Into the Wild,2007.0,148,"Adventure, Biography, Drama",8.1,73.0,572921,18354356.0,"['Adventure', 'Biography', 'Drama']",Adventure
No Country for Old Men,2007.0,122,"Crime, Drama, Thriller",8.1,91.0,856916,74283625.0,"['Crime', 'Drama', 'Thriller']",Crime
Lage Raho Munna Bhai,2006.0,144,"Comedy, Drama, Romance",8.1,79.0,43137,2217561.0,"['Comedy', 'Drama', 'Romance']",Comedy
Million Dollar Baby,2004.0,132,"Drama, Sport",8.1,86.0,635975,100492203.0,"['Drama', 'Sport']",Drama
Hotel Rwanda,2004.0,121,"Biography, Drama, History",8.1,79.0,334320,23530892.0,"['Biography', 'Drama', 'History']",Biography
Taegukgi hwinalrimyeo,2004.0,140,"Action, Drama, War",8.1,64.0,37820,1111061.0,"['Action', 'Drama', 'War']",Action
Before Sunset,2004.0,80,"Drama, Romance",8.1,90.0,236311,5820649.0,"['Drama', 'Romance']",Drama
Munna Bhai M.B.B.S.,2003.0,156,"Comedy, Drama, Musical",8.1,79.0,73992,23530892.0,"['Comedy', 'Drama', 'Musical']",Comedy
Salinui chueok,2003.0,131,"Crime, Drama, Mystery",8.1,82.0,139558,14131.0,"['Crime', 'Drama', 'Mystery']",Crime
Dil Chahta Hai,2001.0,183,"Comedy, Drama, Romance",8.1,79.0,66803,300000.0,"['Comedy', 'Drama', 'Romance']",Comedy
Kill Bill: Vol. 1,2003.0,111,"Action, Crime, Drama",8.1,69.0,1000639,70099045.0,"['Action', 'Crime', 'Drama']",Action
Finding Nemo,2003.0,100,"Animation, Adventure, Comedy",8.1,90.0,949565,380843261.0,"['Animation', 'Adventure', 'Comedy']",Animation
Catch Me If You Can,2002.0,141,"Biography, Crime, Drama",8.1,75.0,832846,164615351.0,"['Biography', 'Crime', 'Drama']",Biography
Amores perros,2000.0,154,"Drama, Thriller",8.1,83.0,223741,5383834.0,"['Drama', 'Thriller']",Drama
"Monsters, Inc.",2001.0,92,"Animation, Adventure, Comedy",8.1,79.0,815505,289916256.0,"['Animation', 'Adventure', 'Comedy']",Animation
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997.0,87,"Animation, Action, Drama",8.1,79.0,38847,23530892.0,"['Animation', 'Action', 'Drama']",Animation
Lagaan: Once Upon a Time in India,2001.0,224,"Adventure, Drama, Musical",8.1,84.0,105036,70147.0,"['Adventure', 'Drama', 'Musical']",Adventure
The Sixth Sense,1999.0,107,"Drama, Mystery, Thriller",8.1,64.0,911573,293506292.0,"['Drama', 'Mystery', 'Thriller']",Drama
La leggenda del pianista sull'oceano,1998.0,169,"Drama, Music, Romance",8.1,58.0,59020,259127.0,"['Drama', 'Music', 'Romance']",Drama
The Truman Show,1998.0,103,"Comedy, Drama",8.1,90.0,939631,125618201.0,"['Comedy', 'Drama']",Comedy
"Crna macka, beli macor",1998.0,127,"Comedy, Crime, Romance",8.1,73.0,50862,348660.0,"['Comedy', 'Crime', 'Romance']",Comedy
The Big Lebowski,1998.0,117,"Comedy, Crime, Sport",8.1,71.0,732620,17498804.0,"['Comedy', 'Crime', 'Sport']",Comedy
Fa yeung nin wah,2000.0,98,"Drama, Romance",8.1,85.0,124383,2734044.0,"['Drama', 'Romance']",Drama
Trainspotting,1996.0,93,Drama,8.1,83.0,634716,16501785.0,['Drama'],Drama
Fargo,1996.0,98,"Crime, Drama, Thriller",8.1,85.0,617444,24611975.0,"['Crime', 'Drama', 'Thriller']",Crime
Underground,1995.0,170,"Comedy, Drama, War",8.1,79.0,55220,171082.0,"['Comedy', 'Drama', 'War']",Comedy
La haine,1995.0,98,"Crime, Drama",8.1,79.0,150345,309811.0,"['Crime', 'Drama']",Crime
Dilwale Dulhania Le Jayenge,1995.0,189,"Drama, Romance",8.1,79.0,63516,23530892.0,"['Drama', 'Romance']",Drama
Before Sunrise,1995.0,101,"Drama, Romance",8.1,77.0,272291,5535405.0,"['Drama', 'Romance']",Drama
Trois couleurs: Rouge,1994.0,99,"Drama, Mystery, Romance",8.1,100.0,90729,4043686.0,"['Drama', 'Mystery', 'Romance']",Drama
Chung Hing sam lam,1994.0,102,"Comedy, Crime, Drama",8.1,77.0,63122,600200.0,"['Comedy', 'Crime', 'Drama']",Comedy
Jurassic Park,1993.0,127,"Action, Adventure, Sci-Fi",8.1,68.0,867615,402453882.0,"['Action', 'Adventure', 'Sci-Fi']",Action
In the Name of the Father,1993.0,133,"Biography, Crime, Drama",8.1,84.0,156842,25010410.0,"['Biography', 'Crime', 'Drama']",Biography
Ba wang bie ji,1993.0,171,"Drama, Music, Romance",8.1,79.0,25088,5216888.0,"['Drama', 'Music', 'Romance']",Drama
Dà hóng denglong gaogao guà,1991.0,125,"Drama, History, Romance",8.1,79.0,29662,2603061.0,"['Drama', 'History', 'Romance']",Drama
Dead Poets Society,1989.0,128,"Comedy, Drama",8.1,79.0,425457,95860116.0,"['Comedy', 'Drama']",Comedy
Stand by Me,1986.0,89,"Adventure, Drama",8.1,75.0,363401,52287414.0,"['Adventure', 'Drama']",Adventure
Platoon,1986.0,120,"Drama, War",8.1,92.0,381222,138530565.0,"['Drama', 'War']",Drama
"Paris, Texas",1984.0,145,Drama,8.1,78.0,91188,2181987.0,['Drama'],Drama
Kaze no tani no Naushika,1984.0,117,"Animation, Adventure, Fantasy",8.1,86.0,150924,495770.0,"['Animation', 'Adventure', 'Fantasy']",Animation
The Thing,1982.0,109,"Horror, Mystery, Sci-Fi",8.1,57.0,371271,13782838.0,"['Horror', 'Mystery', 'Sci-Fi']",Horror
Pink Floyd: The Wall,1982.0,95,"Drama, Fantasy, Music",8.1,47.0,76081,22244207.0,"['Drama', 'Fantasy', 'Music']",Drama
Fitzcarraldo,1982.0,158,"Adventure, Drama",8.1,79.0,31595,23530892.0,"['Adventure', 'Drama']",Adventure
Fanny och Alexander,1982.0,188,Drama,8.1,100.0,57784,4971340.0,['Drama'],Drama
Blade Runner,1982.0,117,"Action, Sci-Fi, Thriller",8.1,84.0,693827,32868943.0,"['Action', 'Sci-Fi', 'Thriller']",Action
The Elephant Man,1980.0,124,"Biography, Drama",8.1,78.0,220078,23530892.0,"['Biography', 'Drama']",Biography
Life of Brian,1979.0,94,Comedy,8.1,77.0,367250,20045115.0,['Comedy'],Comedy
The Deer Hunter,1978.0,183,"Drama, War",8.1,86.0,311361,48979328.0,"['Drama', 'War']",Drama
Rocky,1976.0,120,"Drama, Sport",8.1,70.0,518546,117235247.0,"['Drama', 'Sport']",Drama
Network,1976.0,121,Drama,8.1,83.0,144911,23530892.0,['Drama'],Drama
Barry Lyndon,1975.0,185,"Adventure, Drama, History",8.1,89.0,149843,23530892.0,"['Adventure', 'Drama', 'History']",Adventure
Zerkalo,1975.0,107,"Biography, Drama",8.1,79.0,40081,177345.0,"['Biography', 'Drama']",Biography
Chinatown,1974.0,130,"Drama, Mystery, Thriller",8.1,92.0,294230,29000000.0,"['Drama', 'Mystery', 'Thriller']",Drama
Paper Moon,1973.0,102,"Comedy, Crime, Drama",8.1,77.0,42285,30933743.0,"['Comedy', 'Crime', 'Drama']",Comedy
Viskningar och rop,1972.0,91,Drama,8.1,79.0,30206,1742348.0,['Drama'],Drama
Solaris,1972.0,167,"Drama, Mystery, Sci-Fi",8.1,90.0,81021,23530892.0,"['Drama', 'Mystery', 'Sci-Fi']",Drama
Le samouraï,1967.0,105,"Crime, Drama, Mystery",8.1,79.0,45434,39481.0,"['Crime', 'Drama', 'Mystery']",Crime
Cool Hand Luke,1967.0,127,"Crime, Drama",8.1,92.0,161984,16217773.0,"['Crime', 'Drama']",Crime
Persona,1966.0,85,"Drama, Thriller",8.1,86.0,103191,23530892.0,"['Drama', 'Thriller']",Drama
Andrei Rublev,1966.0,205,"Biography, Drama, History",8.1,79.0,46947,102021.0,"['Biography', 'Drama', 'History']",Biography
La battaglia di Algeri,1966.0,121,"Drama, War",8.1,96.0,53089,55908.0,"['Drama', 'War']",Drama
El ángel exterminador,1962.0,95,"Drama, Fantasy",8.1,79.0,29682,23530892.0,"['Drama', 'Fantasy']",Drama
What Ever Happened to Baby Jane?,1962.0,134,"Drama, Horror, Thriller",8.1,75.0,50058,4050000.0,"['Drama', 'Horror', 'Thriller']",Drama
Sanjuro,1962.0,96,"Action, Comedy, Crime",8.1,79.0,33044,23530892.0,"['Action', 'Comedy', 'Crime']",Action
The Man Who Shot Liberty Valance,1962.0,123,"Drama, Western",8.1,94.0,68827,23530892.0,"['Drama', 'Western']",Drama
Ivanovo detstvo,1962.0,95,"Drama, War",8.1,79.0,31728,23530892.0,"['Drama', 'War']",Drama
Jungfrukällan,1960.0,89,Drama,8.1,79.0,26697,1526000.0,['Drama'],Drama
Inherit the Wind,1960.0,128,"Biography, Drama, History",8.1,75.0,27254,23530892.0,"['Biography', 'Drama', 'History']",Biography
Les quatre cents coups,1959.0,99,"Crime, Drama",8.1,79.0,105291,23530892.0,"['Crime', 'Drama']",Crime
Ben-Hur,1959.0,212,"Adventure, Drama, History",8.1,90.0,219466,74700000.0,"['Adventure', 'Drama', 'History']",Adventure
Kakushi-toride no san-akunin,1958.0,139,"Adventure, Drama",8.1,79.0,34797,23530892.0,"['Adventure', 'Drama']",Adventure
Le notti di Cabiria,1957.0,110,Drama,8.1,79.0,42940,752045.0,['Drama'],Drama
Kumonosu-jô,1957.0,110,"Drama, History",8.1,79.0,46678,23530892.0,"['Drama', 'History']",Drama
The Bridge on the River Kwai,1957.0,161,"Adventure, Drama, War",8.1,87.0,203463,44908000.0,"['Adventure', 'Drama', 'War']",Adventure
On the Waterfront,1954.0,108,"Crime, Drama, Thriller",8.1,91.0,142107,9600000.0,"['Crime', 'Drama', 'Thriller']",Crime
Le salaire de la peur,1953.0,131,"Adventure, Drama, Thriller",8.1,85.0,54588,23530892.0,"['Adventure', 'Drama', 'Thriller']",Adventure
Ace in the Hole,1951.0,111,"Drama, Film-Noir",8.1,72.0,31568,3969893.0,"['Drama', 'Film-Noir']",Drama
White Heat,1949.0,114,"Action, Crime, Drama",8.1,79.0,29807,23530892.0,"['Action', 'Crime', 'Drama']",Action
The Third Man,1949.0,104,"Film-Noir, Mystery, Thriller",8.1,97.0,158731,449191.0,"['Film-Noir', 'Mystery', 'Thriller']",Film-Noir
The Red Shoes,1948.0,135,"Drama, Music, Romance",8.1,79.0,30935,10900000.0,"['Drama', 'Music', 'Romance']",Drama
The Shop Around the Corner,1940.0,99,"Comedy, Drama, Romance",8.1,96.0,28450,203300.0,"['Comedy', 'Drama', 'Romance']",Comedy
Rebecca,1940.0,130,"Drama, Mystery, Romance",8.1,86.0,123942,4360000.0,"['Drama', 'Mystery', 'Romance']",Drama
Mr. Smith Goes to Washington,1939.0,129,"Comedy, Drama",8.1,73.0,107017,9600000.0,"['Comedy', 'Drama']",Comedy
Gone with the Wind,1939.0,238,"Drama, History, Romance",8.1,97.0,290074,198676459.0,"['Drama', 'History', 'Romance']",Drama
La Grande Illusion,1937.0,113,"Drama, War",8.1,79.0,33829,172885.0,"['Drama', 'War']",Drama
It Happened One Night,1934.0,105,"Comedy, Romance",8.1,87.0,94016,4360000.0,"['Comedy', 'Romance']",Comedy
La passion de Jeanne d'Arc,1928.0,110,"Biography, Drama, History",8.1,79.0,47676,21877.0,"['Biography', 'Drama', 'History']",Biography
The Circus,1928.0,72,"Comedy, Romance",8.1,90.0,30205,23530892.0,"['Comedy', 'Romance']",Comedy
Sunrise: A Song of Two Humans,1927.0,94,"Drama, Romance",8.1,79.0,46865,539540.0,"['Drama', 'Romance']",Drama
The General,1926.0,67,"Action, Adventure, Comedy",8.1,79.0,81156,1033895.0,"['Action', 'Adventure', 'Comedy']",Action
Das Cabinet des Dr. Caligari,1920.0,76,"Fantasy, Horror, Mystery",8.1,79.0,57428,23530892.0,"['Fantasy', 'Horror', 'Mystery']",Fantasy
Badhaai ho,2018.0,124,"Comedy, Drama",8.0,79.0,27978,23530892.0,"['Comedy', 'Drama']",Comedy
Togo,2019.0,113,"Adventure, Biography, Drama",8.0,69.0,37556,23530892.0,"['Adventure', 'Biography', 'Drama']",Adventure
Airlift,2016.0,130,"Drama, History",8.0,79.0,52897,23530892.0,"['Drama', 'History']",Drama
Bajrangi Bhaijaan,2015.0,163,"Action, Adventure, Comedy",8.0,79.0,72245,8178001.0,"['Action', 'Adventure', 'Comedy']",Action
Baby,2015.0,159,"Action, Crime, Thriller",8.0,79.0,52848,23530892.0,"['Action', 'Crime', 'Thriller']",Action
La La Land,2016.0,128,"Comedy, Drama, Music",8.0,94.0,505918,151101803.0,"['Comedy', 'Drama', 'Music']",Comedy
Lion,2016.0,118,"Biography, Drama",8.0,69.0,213970,51739495.0,"['Biography', 'Drama']",Biography
The Martian,2015.0,144,"Adventure, Drama, Sci-Fi",8.0,80.0,760094,228433663.0,"['Adventure', 'Drama', 'Sci-Fi']",Adventure
Zootopia,2016.0,108,"Animation, Adventure, Comedy",8.0,78.0,434143,341268248.0,"['Animation', 'Adventure', 'Comedy']",Animation
Bãhubali: The Beginning,2015.0,159,"Action, Drama",8.0,79.0,102972,6738000.0,"['Action', 'Drama']",Action
Kaguyahime no monogatari,2013.0,137,"Animation, Adventure, Drama",8.0,89.0,38746,1506975.0,"['Animation', 'Adventure', 'Drama']",Animation
Wonder,2017.0,113,"Drama, Family",8.0,66.0,141923,132422809.0,"['Drama', 'Family']",Drama
Gully Boy,2019.0,154,"Drama, Music, Romance",8.0,65.0,31886,5566534.0,"['Drama', 'Music', 'Romance']",Drama
Special Chabbis,2013.0,144,"Crime, Drama, Thriller",8.0,79.0,51069,1079369.0,"['Crime', 'Drama', 'Thriller']",Crime
Short Term 12,2013.0,96,Drama,8.0,82.0,81770,1010414.0,['Drama'],Drama
Serbuan maut 2: Berandal,2014.0,150,"Action, Crime, Thriller",8.0,71.0,114316,2625803.0,"['Action', 'Crime', 'Thriller']",Action
The Imitation Game,2014.0,114,"Biography, Drama, Thriller",8.0,73.0,685201,91125683.0,"['Biography', 'Drama', 'Thriller']",Biography
Guardians of the Galaxy,2014.0,121,"Action, Adventure, Comedy",8.0,76.0,1043455,333176600.0,"['Action', 'Adventure', 'Comedy']",Action
Blade Runner 2049,2017.0,164,"Action, Drama, Mystery",8.0,81.0,461823,92054159.0,"['Action', 'Drama', 'Mystery']",Action
Her,2013.0,126,"Drama, Romance, Sci-Fi",8.0,90.0,540772,25568251.0,"['Drama', 'Romance', 'Sci-Fi']",Drama
Bohemian Rhapsody,2018.0,134,"Biography, Drama, Music",8.0,49.0,450349,216428042.0,"['Biography', 'Drama', 'Music']",Biography
The Revenant,2015.0,156,"Action, Adventure, Drama",8.0,76.0,705589,183637894.0,"['Action', 'Adventure', 'Drama']",Action
The Perks of Being a Wallflower,2012.0,103,"Drama, Romance",8.0,67.0,462252,17738570.0,"['Drama', 'Romance']",Drama
Tropa de Elite 2: O Inimigo Agora é Outro,2010.0,115,"Action, Crime, Drama",8.0,71.0,79200,100119.0,"['Action', 'Crime', 'Drama']",Action
The King's Speech,2010.0,118,"Biography, Drama, History",8.0,88.0,639603,138797449.0,"['Biography', 'Drama', 'History']",Biography
The Help,2011.0,146,Drama,8.0,62.0,428521,169708112.0,['Drama'],Drama
Deadpool,2016.0,108,"Action, Adventure, Comedy",8.0,65.0,902669,363070709.0,"['Action', 'Adventure', 'Comedy']",Action
Darbareye Elly,2009.0,119,"Drama, Mystery",8.0,87.0,45803,106662.0,"['Drama', 'Mystery']",Drama
Dev.D,2009.0,144,"Drama, Romance",8.0,79.0,28749,10950.0,"['Drama', 'Romance']",Drama
Yip Man,2008.0,106,"Action, Biography, Drama",8.0,59.0,211427,23530892.0,"['Action', 'Biography', 'Drama']",Action
My Name Is Khan,2010.0,165,Drama,8.0,50.0,98575,4018695.0,['Drama'],Drama
Nefes: Vatan Sagolsun,2009.0,128,"Action, Drama, Thriller",8.0,79.0,31838,23530892.0,"['Action', 'Drama', 'Thriller']",Action
Slumdog Millionaire,2008.0,120,"Drama, Romance",8.0,84.0,798882,141319928.0,"['Drama', 'Romance']",Drama
Black Swan,2010.0,108,"Drama, Thriller",8.0,79.0,699673,106954678.0,"['Drama', 'Thriller']",Drama
Tropa de Elite,2007.0,115,"Action, Crime, Drama",8.0,33.0,98097,8060.0,"['Action', 'Crime', 'Drama']",Action
The Avengers,2012.0,143,"Action, Adventure, Sci-Fi",8.0,69.0,1260806,623279547.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Persepolis,2007.0,96,"Animation, Biography, Drama",8.0,90.0,88656,4445756.0,"['Animation', 'Biography', 'Drama']",Animation
Dallas Buyers Club,2013.0,117,"Biography, Drama",8.0,80.0,441614,27298285.0,"['Biography', 'Drama']",Biography
The Pursuit of Happyness,2006.0,117,"Biography, Drama",8.0,64.0,448930,163566459.0,"['Biography', 'Drama']",Biography
Blood Diamond,2006.0,143,"Adventure, Drama, Thriller",8.0,64.0,499439,57366262.0,"['Adventure', 'Drama', 'Thriller']",Adventure
The Bourne Ultimatum,2007.0,115,"Action, Mystery, Thriller",8.0,85.0,604694,227471070.0,"['Action', 'Mystery', 'Thriller']",Action
Bin-jip,2004.0,88,"Crime, Drama, Romance",8.0,72.0,50610,238507.0,"['Crime', 'Drama', 'Romance']",Crime
Sin City,2005.0,124,"Crime, Thriller",8.0,74.0,738512,74103820.0,"['Crime', 'Thriller']",Crime
Le scaphandre et le papillon,2007.0,112,"Biography, Drama",8.0,92.0,103284,5990075.0,"['Biography', 'Drama']",Biography
G.O.R.A.,2004.0,127,"Adventure, Comedy, Sci-Fi",8.0,79.0,56960,23530892.0,"['Adventure', 'Comedy', 'Sci-Fi']",Adventure
Ratatouille,2007.0,111,"Animation, Adventure, Comedy",8.0,96.0,641645,206445654.0,"['Animation', 'Adventure', 'Comedy']",Animation
Casino Royale,2006.0,144,"Action, Adventure, Thriller",8.0,80.0,582239,167445960.0,"['Action', 'Adventure', 'Thriller']",Action
Kill Bill: Vol. 2,2004.0,137,"Action, Crime, Thriller",8.0,83.0,683900,66208183.0,"['Action', 'Crime', 'Thriller']",Action
Vozvrashchenie,2003.0,110,Drama,8.0,82.0,42399,502028.0,['Drama'],Drama
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003.0,103,"Drama, Romance",8.0,85.0,77520,2380788.0,"['Drama', 'Romance']",Drama
Mar adentro,2014.0,126,"Biography, Drama",8.0,74.0,77554,2086345.0,"['Biography', 'Drama']",Biography
Cinderella Man,2005.0,144,"Biography, Drama, History",8.0,69.0,176151,61649911.0,"['Biography', 'Drama', 'History']",Biography
Kal Ho Naa Ho,2003.0,186,"Comedy, Drama, Musical",8.0,54.0,63460,1787378.0,"['Comedy', 'Drama', 'Musical']",Comedy
Mou gaan dou,2002.0,101,"Action, Crime, Drama",8.0,75.0,117857,169659.0,"['Action', 'Crime', 'Drama']",Action
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,143,"Action, Adventure, Fantasy",8.0,63.0,1015122,305413918.0,"['Action', 'Adventure', 'Fantasy']",Action
Big Fish,2003.0,125,"Adventure, Drama, Fantasy",8.0,58.0,415218,66257002.0,"['Adventure', 'Drama', 'Fantasy']",Adventure
The Incredibles,2004.0,115,"Animation, Action, Adventure",8.0,90.0,657047,261441092.0,"['Animation', 'Action', 'Adventure']",Animation
Yeopgijeogin geunyeo,2001.0,137,"Comedy, Drama, Romance",8.0,79.0,45403,23530892.0,"['Comedy', 'Drama', 'Romance']",Comedy
Dogville,2003.0,178,"Crime, Drama",8.0,60.0,137963,1530386.0,"['Crime', 'Drama']",Crime
Vizontele,2001.0,110,"Comedy, Drama",8.0,79.0,33592,23530892.0,"['Comedy', 'Drama']",Comedy
Donnie Darko,2001.0,113,"Drama, Mystery, Sci-Fi",8.0,88.0,740086,1480006.0,"['Drama', 'Mystery', 'Sci-Fi']",Drama
Magnolia,1999.0,188,Drama,8.0,77.0,289742,22455976.0,['Drama'],Drama
Dancer in the Dark,2000.0,140,"Crime, Drama, Musical",8.0,61.0,102285,4184036.0,"['Crime', 'Drama', 'Musical']",Crime
The Straight Story,1999.0,112,"Biography, Drama",8.0,86.0,82002,6203044.0,"['Biography', 'Drama']",Biography
Pâfekuto burû,1997.0,81,"Animation, Crime, Mystery",8.0,79.0,58192,776665.0,"['Animation', 'Crime', 'Mystery']",Animation
Festen,1998.0,105,Drama,8.0,82.0,78341,1647780.0,['Drama'],Drama
Central do Brasil,1998.0,110,Drama,8.0,80.0,36419,5595428.0,['Drama'],Drama
The Iron Giant,1999.0,86,"Animation, Action, Adventure",8.0,85.0,172083,23159305.0,"['Animation', 'Action', 'Adventure']",Animation
Knockin' on Heaven's Door,1997.0,87,"Action, Crime, Comedy",8.0,79.0,27721,3296.0,"['Action', 'Crime', 'Comedy']",Action
Sling Blade,1996.0,135,Drama,8.0,84.0,86838,24475416.0,['Drama'],Drama
Secrets & Lies,1996.0,136,"Comedy, Drama",8.0,91.0,37564,13417292.0,"['Comedy', 'Drama']",Comedy
Twelve Monkeys,1995.0,129,"Mystery, Sci-Fi, Thriller",8.0,74.0,578443,57141459.0,"['Mystery', 'Sci-Fi', 'Thriller']",Mystery
Kôkaku Kidôtai,1995.0,83,"Animation, Action, Crime",8.0,76.0,129231,515905.0,"['Animation', 'Action', 'Crime']",Animation
The Nightmare Before Christmas,1993.0,76,"Animation, Family, Fantasy",8.0,82.0,300208,75082668.0,"['Animation', 'Family', 'Fantasy']",Animation
Groundhog Day,1993.0,101,"Comedy, Fantasy, Romance",8.0,72.0,577991,70906973.0,"['Comedy', 'Fantasy', 'Romance']",Comedy
Bound by Honor,1993.0,180,"Crime, Drama",8.0,47.0,28825,4496583.0,"['Crime', 'Drama']",Crime
Scent of a Woman,1992.0,156,Drama,8.0,59.0,263918,63895607.0,['Drama'],Drama
Aladdin,1992.0,90,"Animation, Adventure, Comedy",8.0,86.0,373845,217350219.0,"['Animation', 'Adventure', 'Comedy']",Animation
JFK,1991.0,189,"Drama, History, Thriller",8.0,72.0,142110,70405498.0,"['Drama', 'History', 'Thriller']",Drama
Beauty and the Beast,1991.0,84,"Animation, Family, Fantasy",8.0,95.0,417178,218967620.0,"['Animation', 'Family', 'Fantasy']",Animation
Dances with Wolves,1990.0,181,"Adventure, Drama, Western",8.0,72.0,240266,184208848.0,"['Adventure', 'Drama', 'Western']",Adventure
Do the Right Thing,1989.0,120,"Comedy, Drama",8.0,93.0,89429,27545445.0,"['Comedy', 'Drama']",Comedy
Rain Man,1988.0,133,Drama,8.0,65.0,473064,178800000.0,['Drama'],Drama
Akira,1988.0,124,"Animation, Action, Sci-Fi",8.0,79.0,164918,553171.0,"['Animation', 'Action', 'Sci-Fi']",Animation
The Princess Bride,1987.0,98,"Adventure, Family, Fantasy",8.0,77.0,393899,30857814.0,"['Adventure', 'Family', 'Fantasy']",Adventure
Der Himmel über Berlin,1987.0,128,"Drama, Fantasy, Romance",8.0,79.0,64722,3333969.0,"['Drama', 'Fantasy', 'Romance']",Drama
Au revoir les enfants,1987.0,104,"Drama, War",8.0,88.0,31163,4542825.0,"['Drama', 'War']",Drama
Tenkû no shiro Rapyuta,1986.0,125,"Animation, Adventure, Drama",8.0,78.0,150140,23530892.0,"['Animation', 'Adventure', 'Drama']",Animation
The Terminator,1984.0,107,"Action, Sci-Fi",8.0,84.0,799795,38400000.0,"['Action', 'Sci-Fi']",Action
Gandhi,1982.0,191,"Biography, Drama, History",8.0,79.0,217664,52767889.0,"['Biography', 'Drama', 'History']",Biography
Kagemusha,1980.0,180,"Drama, History, War",8.0,84.0,32195,23530892.0,"['Drama', 'History', 'War']",Drama
Being There,1979.0,130,"Comedy, Drama",8.0,83.0,65625,30177511.0,"['Comedy', 'Drama']",Comedy
Annie Hall,1977.0,93,"Comedy, Romance",8.0,92.0,251823,39200000.0,"['Comedy', 'Romance']",Comedy
Jaws,1975.0,124,"Adventure, Thriller",8.0,87.0,543388,260000000.0,"['Adventure', 'Thriller']",Adventure
Dog Day Afternoon,1975.0,125,"Biography, Crime, Drama",8.0,86.0,235652,50000000.0,"['Biography', 'Crime', 'Drama']",Biography
Young Frankenstein,1974.0,106,Comedy,8.0,80.0,143359,86300000.0,['Comedy'],Comedy
Papillon,1973.0,151,"Biography, Crime, Drama",8.0,58.0,121627,53267000.0,"['Biography', 'Crime', 'Drama']",Biography
The Exorcist,1973.0,122,Horror,8.0,81.0,362393,232906145.0,['Horror'],Horror
Sleuth,1972.0,138,"Mystery, Thriller",8.0,79.0,44748,4081254.0,"['Mystery', 'Thriller']",Mystery
The Last Picture Show,1971.0,118,"Drama, Romance",8.0,93.0,42456,29133000.0,"['Drama', 'Romance']",Drama
Fiddler on the Roof,1971.0,181,"Drama, Family, Musical",8.0,67.0,39491,80500000.0,"['Drama', 'Family', 'Musical']",Drama
Il conformista,1970.0,113,Drama,8.0,100.0,27067,541940.0,['Drama'],Drama
Butch Cassidy and the Sundance Kid,1969.0,110,"Biography, Crime, Drama",8.0,66.0,201888,102308889.0,"['Biography', 'Crime', 'Drama']",Biography
Rosemary's Baby,1968.0,137,"Drama, Horror",8.0,96.0,193674,23530892.0,"['Drama', 'Horror']",Drama
Planet of the Apes,1968.0,112,"Adventure, Sci-Fi",8.0,79.0,165167,33395426.0,"['Adventure', 'Sci-Fi']",Adventure
