title,year,runtime,genres,rating,metascore,votes,gross,genres_list,main_genre
The Notebook,2004.0,123,"Drama, Romance",7.8,53.0,520284,81001787.0,"['Drama', 'Romance']",Drama
Diarios de motocicleta,2004.0,126,"Adventure, Biography, Drama",7.8,75.0,96703,16756372.0,"['Adventure', 'Biography', 'Drama']",Adventure
Lilja 4-ever,2002.0,109,"Crime, Drama",7.8,82.0,42673,181655.0,"['Crime', 'Drama']",Crime
Les triplettes de Belleville,2003.0,80,"Animation, Comedy, Drama",7.8,91.0,50622,7002255.0,"['Animation', 'Comedy', 'Drama']",Animation
Gongdong gyeongbi guyeok JSA,2000.0,110,"Action, Drama, Thriller",7.8,58.0,26518,23530892.0,"['Action', 'Drama', 'Thriller']",Action
The Count of Monte Cristo,2002.0,131,"Action, Adventure, Drama",7.8,61.0,129022,54234062.0,"['Action', 'Adventure', 'Drama']",Action
Waking Life,2001.0,99,"Animation, Drama, Fantasy",7.8,83.0,60684,2892011.0,"['Animation', 'Drama', 'Fantasy']",Animation
Remember the Titans,2000.0,113,"Biography, Drama, Sport",7.8,48.0,198089,115654751.0,"['Biography', 'Drama', 'Sport']",Biography
Wo hu cang long,2000.0,120,"Action, Adventure, Fantasy",7.8,94.0,253228,128078872.0,"['Action', 'Adventure', 'Fantasy']",Action
Todo sobre mi madre,1999.0,101,Drama,7.8,87.0,89058,8264530.0,['Drama'],Drama
Cast Away,2000.0,143,"Adventure, Drama, Romance",7.8,73.0,524235,233632142.0,"['Adventure', 'Drama', 'Romance']",Adventure
The Boondock Saints,1999.0,108,"Action, Crime, Thriller",7.8,44.0,227143,25812.0,"['Action', 'Crime', 'Thriller']",Action
The Insider,1999.0,157,"Biography, Drama, Thriller",7.8,84.0,159886,28965197.0,"['Biography', 'Drama', 'Thriller']",Biography
October Sky,1999.0,108,"Biography, Drama, Family",7.8,71.0,82855,32481825.0,"['Biography', 'Drama', 'Family']",Biography
Shrek,2001.0,90,"Animation, Adventure, Comedy",7.8,84.0,613941,267665011.0,"['Animation', 'Adventure', 'Comedy']",Animation
Titanic,1997.0,194,"Drama, Romance",7.8,75.0,1046089,659325379.0,"['Drama', 'Romance']",Drama
Hana-bi,1997.0,103,"Crime, Drama, Romance",7.8,79.0,27712,233986.0,"['Crime', 'Drama', 'Romance']",Crime
Gattaca,1997.0,106,"Drama, Sci-Fi, Thriller",7.8,64.0,280845,12339633.0,"['Drama', 'Sci-Fi', 'Thriller']",Drama
The Game,1997.0,129,"Action, Drama, Mystery",7.8,61.0,345096,48323648.0,"['Action', 'Drama', 'Mystery']",Action
Breaking the Waves,1996.0,159,Drama,7.8,76.0,62428,4040691.0,['Drama'],Drama
Ed Wood,1994.0,127,"Biography, Comedy, Drama",7.8,70.0,164937,5887457.0,"['Biography', 'Comedy', 'Drama']",Biography
What's Eating Gilbert Grape,1993.0,118,Drama,7.8,73.0,215034,9170214.0,['Drama'],Drama
Tombstone,1993.0,130,"Action, Biography, Drama",7.8,50.0,126871,56505065.0,"['Action', 'Biography', 'Drama']",Action
The Sandlot,1993.0,101,"Comedy, Drama, Family",7.8,55.0,78963,32416586.0,"['Comedy', 'Drama', 'Family']",Comedy
The Remains of the Day,1993.0,134,"Drama, Romance",7.8,84.0,66065,22954968.0,"['Drama', 'Romance']",Drama
Naked,1993.0,132,"Comedy, Drama",7.8,84.0,34635,1769305.0,"['Comedy', 'Drama']",Comedy
The Fugitive,1993.0,130,"Action, Crime, Drama",7.8,87.0,267684,183875760.0,"['Action', 'Crime', 'Drama']",Action
A Bronx Tale,1993.0,121,"Crime, Drama, Romance",7.8,80.0,128171,17266971.0,"['Crime', 'Drama', 'Romance']",Crime
Batman: Mask of the Phantasm,1993.0,76,"Animation, Action, Crime",7.8,79.0,43690,5617391.0,"['Animation', 'Action', 'Crime']",Animation
Lat sau san taam,1992.0,128,"Action, Crime, Thriller",7.8,79.0,46700,23530892.0,"['Action', 'Crime', 'Thriller']",Action
Night on Earth,1991.0,129,"Comedy, Drama",7.8,68.0,55362,2015810.0,"['Comedy', 'Drama']",Comedy
La double vie de Véronique,1991.0,98,"Drama, Fantasy, Music",7.8,86.0,42376,1999955.0,"['Drama', 'Fantasy', 'Music']",Drama
Boyz n the Hood,1991.0,112,"Crime, Drama",7.8,76.0,126082,57504069.0,"['Crime', 'Drama']",Crime
Misery,1990.0,107,"Drama, Thriller",7.8,75.0,184740,61276872.0,"['Drama', 'Thriller']",Drama
Awakenings,1990.0,121,"Biography, Drama",7.8,74.0,125276,52096475.0,"['Biography', 'Drama']",Biography
Majo no takkyûbin,1989.0,103,"Animation, Adventure, Drama",7.8,83.0,124193,23530892.0,"['Animation', 'Adventure', 'Drama']",Animation
Glory,1989.0,122,"Biography, Drama, History",7.8,78.0,122779,26830000.0,"['Biography', 'Drama', 'History']",Biography
Dip huet seung hung,1989.0,111,"Action, Crime, Drama",7.8,82.0,45624,23530892.0,"['Action', 'Crime', 'Drama']",Action
Back to the Future Part II,1989.0,108,"Adventure, Comedy, Sci-Fi",7.8,57.0,481918,118500000.0,"['Adventure', 'Comedy', 'Sci-Fi']",Adventure
Mississippi Burning,1988.0,128,"Crime, Drama, History",7.8,65.0,88214,34603943.0,"['Crime', 'Drama', 'History']",Crime
Predator,1987.0,107,"Action, Adventure, Sci-Fi",7.8,45.0,371387,59735548.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Evil Dead II,1987.0,84,"Action, Comedy, Fantasy",7.8,72.0,148359,5923044.0,"['Action', 'Comedy', 'Fantasy']",Action
Ferris Bueller's Day Off,1986.0,103,Comedy,7.8,61.0,321382,70136369.0,['Comedy'],Comedy
Down by Law,1986.0,107,"Comedy, Crime, Drama",7.8,75.0,47834,1436000.0,"['Comedy', 'Crime', 'Drama']",Comedy
The Goonies,1985.0,114,"Adventure, Comedy, Family",7.8,62.0,244430,61503218.0,"['Adventure', 'Comedy', 'Family']",Adventure
The Color Purple,1985.0,154,Drama,7.8,78.0,78321,98467863.0,['Drama'],Drama
The Breakfast Club,1985.0,97,"Comedy, Drama",7.8,66.0,357026,45875171.0,"['Comedy', 'Drama']",Comedy
The Killing Fields,1984.0,141,"Biography, Drama, History",7.8,76.0,51585,34700291.0,"['Biography', 'Drama', 'History']",Biography
Ghostbusters,1984.0,105,"Action, Comedy, Fantasy",7.8,71.0,355413,238632124.0,"['Action', 'Comedy', 'Fantasy']",Action
The Right Stuff,1983.0,193,"Adventure, Biography, Drama",7.8,91.0,56235,21500000.0,"['Adventure', 'Biography', 'Drama']",Adventure
The King of Comedy,1982.0,109,"Comedy, Crime, Drama",7.8,73.0,88511,2500000.0,"['Comedy', 'Crime', 'Drama']",Comedy
E.T. the Extra-Terrestrial,1982.0,115,"Family, Sci-Fi",7.8,91.0,372490,435110554.0,"['Family', 'Sci-Fi']",Family
Kramer vs. Kramer,1979.0,105,Drama,7.8,77.0,133351,106260000.0,['Drama'],Drama
Days of Heaven,1978.0,94,"Drama, Romance",7.8,93.0,52852,23530892.0,"['Drama', 'Romance']",Drama
The Outlaw Josey Wales,1976.0,135,Western,7.8,69.0,65659,31800000.0,['Western'],Western
The Man Who Would Be King,1975.0,129,"Adventure, History, War",7.8,91.0,44917,23530892.0,"['Adventure', 'History', 'War']",Adventure
The Conversation,1974.0,113,"Drama, Mystery, Thriller",7.8,85.0,98611,4420000.0,"['Drama', 'Mystery', 'Thriller']",Drama
La planète sauvage,1973.0,72,"Animation, Sci-Fi",7.8,73.0,25229,193817.0,"['Animation', 'Sci-Fi']",Animation
The Day of the Jackal,1973.0,143,"Crime, Drama, Thriller",7.8,80.0,37445,16056255.0,"['Crime', 'Drama', 'Thriller']",Crime
Badlands,1973.0,94,"Action, Crime, Drama",7.8,93.0,66009,23530892.0,"['Action', 'Crime', 'Drama']",Action
Cabaret,1972.0,124,"Drama, Music, Musical",7.8,80.0,48334,42765000.0,"['Drama', 'Music', 'Musical']",Drama
Willy Wonka & the Chocolate Factory,1971.0,100,"Family, Fantasy, Musical",7.8,67.0,178731,4000000.0,"['Family', 'Fantasy', 'Musical']",Family
Midnight Cowboy,1969.0,113,Drama,7.8,79.0,101124,44785053.0,['Drama'],Drama
Wait Until Dark,1967.0,108,Thriller,7.8,81.0,27733,17550741.0,['Thriller'],Thriller
Guess Who's Coming to Dinner,1967.0,108,"Comedy, Drama",7.8,63.0,39642,56700000.0,"['Comedy', 'Drama']",Comedy
Bonnie and Clyde,1967.0,111,"Action, Biography, Crime",7.8,86.0,102415,23530892.0,"['Action', 'Biography', 'Crime']",Action
My Fair Lady,1964.0,170,"Drama, Family, Musical",7.8,95.0,86525,72000000.0,"['Drama', 'Family', 'Musical']",Drama
Mary Poppins,1964.0,139,"Comedy, Family, Fantasy",7.8,88.0,158029,102272727.0,"['Comedy', 'Family', 'Fantasy']",Comedy
The Longest Day,1962.0,178,"Action, Drama, History",7.8,75.0,52141,39100000.0,"['Action', 'Drama', 'History']",Action
Jules et Jim,1962.0,105,"Drama, Romance",7.8,97.0,37605,23530892.0,"['Drama', 'Romance']",Drama
The Innocents,1961.0,100,Horror,7.8,88.0,27007,2616000.0,['Horror'],Horror
À bout de souffle,1960.0,90,"Crime, Drama",7.8,79.0,73251,336705.0,"['Crime', 'Drama']",Crime
Red River,1948.0,133,"Action, Adventure, Drama",7.8,79.0,28167,23530892.0,"['Action', 'Adventure', 'Drama']",Action
Key Largo,1948.0,100,"Action, Crime, Drama",7.8,79.0,36995,23530892.0,"['Action', 'Crime', 'Drama']",Action
To Have and Have Not,1944.0,100,"Adventure, Comedy, Film-Noir",7.8,79.0,31053,23530892.0,"['Adventure', 'Comedy', 'Film-Noir']",Adventure
Shadow of a Doubt,1943.0,108,"Film-Noir, Thriller",7.8,94.0,59556,23530892.0,"['Film-Noir', 'Thriller']",Film-Noir
Stagecoach,1939.0,96,"Adventure, Drama, Western",7.8,93.0,43621,23530892.0,"['Adventure', 'Drama', 'Western']",Adventure
The Lady Vanishes,1938.0,96,"Mystery, Thriller",7.8,98.0,47400,23530892.0,"['Mystery', 'Thriller']",Mystery
Bringing Up Baby,1938.0,102,"Comedy, Family, Romance",7.8,91.0,55163,23530892.0,"['Comedy', 'Family', 'Romance']",Comedy
Bride of Frankenstein,1935.0,75,"Drama, Horror, Sci-Fi",7.8,95.0,43542,4360000.0,"['Drama', 'Horror', 'Sci-Fi']",Drama
Duck Soup,1933.0,69,"Comedy, Musical, War",7.8,93.0,55581,23530892.0,"['Comedy', 'Musical', 'War']",Comedy
Scarface: The Shame of the Nation,1932.0,93,"Action, Crime, Drama",7.8,87.0,25312,23530892.0,"['Action', 'Crime', 'Drama']",Action
Frankenstein,1931.0,70,"Drama, Horror, Sci-Fi",7.8,91.0,65341,23530892.0,"['Drama', 'Horror', 'Sci-Fi']",Drama
Roma,2018.0,135,Drama,7.7,96.0,140375,23530892.0,['Drama'],Drama
God's Own Country,2017.0,104,"Drama, Romance",7.7,85.0,25198,335609.0,"['Drama', 'Romance']",Drama
Deadpool 2,2018.0,119,"Action, Adventure, Comedy",7.7,66.0,478586,324591735.0,"['Action', 'Adventure', 'Comedy']",Action
Wind River,2017.0,107,"Crime, Drama, Mystery",7.7,73.0,205444,33800859.0,"['Crime', 'Drama', 'Mystery']",Crime
Get Out,2017.0,104,"Horror, Mystery, Thriller",7.7,85.0,492851,176040665.0,"['Horror', 'Mystery', 'Thriller']",Horror
Mission: Impossible - Fallout,2018.0,147,"Action, Adventure, Thriller",7.7,86.0,291257,220159104.0,"['Action', 'Adventure', 'Thriller']",Action
En man som heter Ove,2015.0,116,"Comedy, Drama, Romance",7.7,70.0,47444,3358518.0,"['Comedy', 'Drama', 'Romance']",Comedy
What We Do in the Shadows,2014.0,86,"Comedy, Horror",7.7,76.0,157498,3333000.0,"['Comedy', 'Horror']",Comedy
Omoide no Mânî,2014.0,103,"Animation, Drama, Family",7.7,72.0,32798,765127.0,"['Animation', 'Drama', 'Family']",Animation
The Theory of Everything,2014.0,123,"Biography, Drama, Romance",7.7,72.0,404182,35893537.0,"['Biography', 'Drama', 'Romance']",Biography
Kingsman: The Secret Service,2014.0,129,"Action, Adventure, Comedy",7.7,60.0,590440,128261724.0,"['Action', 'Adventure', 'Comedy']",Action
The Fault in Our Stars,2014.0,126,"Drama, Romance",7.7,69.0,344312,124872350.0,"['Drama', 'Romance']",Drama
Me and Earl and the Dying Girl,2015.0,105,"Comedy, Drama",7.7,74.0,123210,6743776.0,"['Comedy', 'Drama']",Comedy
Birdman or (The Unexpected Virtue of Ignorance),2014.0,119,"Comedy, Drama",7.7,87.0,580291,42340598.0,"['Comedy', 'Drama']",Comedy
La vie d'Adèle,2013.0,180,"Drama, Romance",7.7,89.0,138741,2199675.0,"['Drama', 'Romance']",Drama
Kai po che!,2013.0,130,"Drama, Sport",7.7,40.0,32628,1122527.0,"['Drama', 'Sport']",Drama
The Broken Circle Breakdown,2012.0,111,"Drama, Music, Romance",7.7,70.0,39379,175058.0,"['Drama', 'Music', 'Romance']",Drama
Captain America: The Winter Soldier,2014.0,136,"Action, Adventure, Sci-Fi",7.7,70.0,736182,259766572.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Rockstar,2011.0,159,"Drama, Music, Musical",7.7,79.0,39501,985912.0,"['Drama', 'Music', 'Musical']",Drama
Nebraska,2013.0,115,"Adventure, Comedy, Drama",7.7,87.0,112298,17654912.0,"['Adventure', 'Comedy', 'Drama']",Adventure
Wreck-It Ralph,2012.0,101,"Animation, Adventure, Comedy",7.7,72.0,380195,189422889.0,"['Animation', 'Adventure', 'Comedy']",Animation
Le Petit Prince,2015.0,108,"Animation, Adventure, Drama",7.7,70.0,56720,1339152.0,"['Animation', 'Adventure', 'Drama']",Animation
Detachment,2011.0,98,Drama,7.7,52.0,77071,71177.0,['Drama'],Drama
Midnight in Paris,2011.0,96,"Comedy, Fantasy, Romance",7.7,81.0,388089,56816662.0,"['Comedy', 'Fantasy', 'Romance']",Comedy
The Lego Movie,2014.0,100,"Animation, Action, Adventure",7.7,83.0,323982,257760692.0,"['Animation', 'Action', 'Adventure']",Animation
Gravity,2013.0,91,"Drama, Sci-Fi, Thriller",7.7,96.0,769145,274092705.0,"['Drama', 'Sci-Fi', 'Thriller']",Drama
Star Trek Into Darkness,2013.0,132,"Action, Adventure, Sci-Fi",7.7,72.0,463188,228778661.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Beasts of No Nation,2015.0,137,"Drama, War",7.7,79.0,73964,83861.0,"['Drama', 'War']",Drama
The Social Network,2010.0,120,"Biography, Drama",7.7,95.0,624982,96962694.0,"['Biography', 'Drama']",Biography
X: First Class,2011.0,131,"Action, Adventure, Sci-Fi",7.7,65.0,645512,146408305.0,"['Action', 'Adventure', 'Sci-Fi']",Action
The Hangover,2009.0,100,Comedy,7.7,73.0,717559,277322503.0,['Comedy'],Comedy
Skyfall,2012.0,143,"Action, Adventure, Thriller",7.7,81.0,630614,304360277.0,"['Action', 'Adventure', 'Thriller']",Action
Silver Linings Playbook,2012.0,122,"Comedy, Drama, Romance",7.7,81.0,661871,132092958.0,"['Comedy', 'Drama', 'Romance']",Comedy
Argo,2012.0,120,"Biography, Drama, Thriller",7.7,86.0,572581,136025503.0,"['Biography', 'Drama', 'Thriller']",Biography
(500) Days of Summer,2009.0,95,"Comedy, Drama, Romance",7.7,76.0,472242,32391374.0,"['Comedy', 'Drama', 'Romance']",Comedy
Harry Potter and the Deathly Hallows: Part 1,2010.0,146,"Adventure, Family, Fantasy",7.7,65.0,479120,295983305.0,"['Adventure', 'Family', 'Fantasy']",Adventure
Gake no ue no Ponyo,2008.0,101,"Animation, Adventure, Comedy",7.7,86.0,125317,15090400.0,"['Animation', 'Adventure', 'Comedy']",Animation
Frost/Nixon,2008.0,122,"Biography, Drama, History",7.7,80.0,103330,18593156.0,"['Biography', 'Drama', 'History']",Biography
Papurika,2006.0,90,"Animation, Drama, Fantasy",7.7,81.0,71379,881302.0,"['Animation', 'Drama', 'Fantasy']",Animation
Changeling,2008.0,141,"Biography, Crime, Drama",7.7,63.0,239203,35739802.0,"['Biography', 'Crime', 'Drama']",Biography
Flipped,2010.0,90,"Comedy, Drama, Romance",7.7,45.0,81446,1752214.0,"['Comedy', 'Drama', 'Romance']",Comedy
Toki o kakeru shôjo,2006.0,98,"Animation, Adventure, Comedy",7.7,79.0,60368,23530892.0,"['Animation', 'Adventure', 'Comedy']",Animation
Death Note: Desu nôto,2006.0,126,"Crime, Drama, Fantasy",7.7,79.0,28630,23530892.0,"['Crime', 'Drama', 'Fantasy']",Crime
This Is England,2006.0,101,"Crime, Drama",7.7,86.0,115576,327919.0,"['Crime', 'Drama']",Crime
Ex Machina,2014.0,108,"Drama, Sci-Fi, Thriller",7.7,78.0,474141,25442958.0,"['Drama', 'Sci-Fi', 'Thriller']",Drama
Efter brylluppet,2006.0,120,Drama,7.7,78.0,32001,412544.0,['Drama'],Drama
The Last King of Scotland,2006.0,123,"Biography, Drama, History",7.7,74.0,175355,17605861.0,"['Biography', 'Drama', 'History']",Biography
Zodiac,2007.0,157,"Crime, Drama, Mystery",7.7,78.0,466080,33080084.0,"['Crime', 'Drama', 'Mystery']",Crime
Lucky Number Slevin,2006.0,110,"Action, Crime, Drama",7.7,53.0,299524,22494487.0,"['Action', 'Crime', 'Drama']",Action
Joyeux Noël,2005.0,116,"Drama, History, Music",7.7,70.0,28003,1054361.0,"['Drama', 'History', 'Music']",Drama
Control,2007.0,122,"Biography, Drama, Music",7.7,78.0,61609,871577.0,"['Biography', 'Drama', 'Music']",Biography
Tangled,2010.0,100,"Animation, Adventure, Comedy",7.7,71.0,405922,200821936.0,"['Animation', 'Adventure', 'Comedy']",Animation
Zwartboek,2006.0,145,"Drama, Thriller, War",7.7,71.0,72643,4398392.0,"['Drama', 'Thriller', 'War']",Drama
Brokeback Mountain,2005.0,134,"Drama, Romance",7.7,87.0,323103,83043761.0,"['Drama', 'Romance']",Drama
3:10 to Yuma,2007.0,122,"Action, Crime, Drama",7.7,76.0,288797,53606916.0,"['Action', 'Crime', 'Drama']",Action
Crash,2004.0,112,"Crime, Drama, Thriller",7.7,66.0,419483,54580300.0,"['Crime', 'Drama', 'Thriller']",Crime
Kung fu,2004.0,99,"Action, Comedy, Fantasy",7.7,78.0,127250,17108591.0,"['Action', 'Comedy', 'Fantasy']",Action
The Bourne Supremacy,2004.0,108,"Action, Mystery, Thriller",7.7,73.0,434841,176241941.0,"['Action', 'Mystery', 'Thriller']",Action
The Machinist,2004.0,101,"Drama, Thriller",7.7,61.0,358432,1082715.0,"['Drama', 'Thriller']",Drama
Ray,2004.0,152,"Biography, Drama, Music",7.7,73.0,138356,75331600.0,"['Biography', 'Drama', 'Music']",Biography
Lost in Translation,2003.0,102,"Comedy, Drama",7.7,89.0,415074,44585453.0,"['Comedy', 'Drama']",Comedy
Harry Potter and the Goblet of Fire,2005.0,157,"Adventure, Family, Fantasy",7.7,81.0,548619,290013036.0,"['Adventure', 'Family', 'Fantasy']",Adventure
Man on Fire,2004.0,146,"Action, Crime, Drama",7.7,47.0,329592,77911774.0,"['Action', 'Crime', 'Drama']",Action
Coraline,2009.0,100,"Animation, Drama, Family",7.7,80.0,197761,75286229.0,"['Animation', 'Drama', 'Family']",Animation
The Last Samurai,2003.0,154,"Action, Drama",7.7,55.0,400049,111110575.0,"['Action', 'Drama']",Action
The Magdalene Sisters,2002.0,114,Drama,7.7,83.0,25938,4890878.0,['Drama'],Drama
Good Bye Lenin!,2003.0,121,"Comedy, Drama, Romance",7.7,68.0,137981,4064200.0,"['Comedy', 'Drama', 'Romance']",Comedy
In America,2002.0,105,Drama,7.7,76.0,40403,15539266.0,['Drama'],Drama
I Am Sam,2001.0,132,Drama,7.7,28.0,142863,40311852.0,['Drama'],Drama
Adaptation.,2002.0,115,"Comedy, Drama",7.7,83.0,178565,22245861.0,"['Comedy', 'Drama']",Comedy
Black Hawk Down,2001.0,144,"Drama, History, War",7.7,74.0,364254,108638745.0,"['Drama', 'History', 'War']",Drama
Road to Perdition,2002.0,117,"Crime, Drama, Thriller",7.7,72.0,246840,104454762.0,"['Crime', 'Drama', 'Thriller']",Crime
Das Experiment,2001.0,120,"Drama, Thriller",7.7,60.0,90842,141072.0,"['Drama', 'Thriller']",Drama
Billy Elliot,2000.0,110,"Drama, Music",7.7,74.0,126770,21995263.0,"['Drama', 'Music']",Drama
Hedwig and the Angry Inch,2001.0,95,"Comedy, Drama, Music",7.7,85.0,31957,3029081.0,"['Comedy', 'Drama', 'Music']",Comedy
Ocean's Eleven,2001.0,116,"Crime, Thriller",7.7,74.0,516372,183417150.0,"['Crime', 'Thriller']",Crime
Vampire Hunter D: Bloodlust,2000.0,103,"Animation, Action, Fantasy",7.7,62.0,29210,151086.0,"['Animation', 'Action', 'Fantasy']",Animation
"O Brother, Where Art Thou?",2000.0,107,"Adventure, Comedy, Crime",7.7,69.0,286742,45512588.0,"['Adventure', 'Comedy', 'Crime']",Adventure
Interstate 60: Episodes of the Road,2002.0,116,"Adventure, Comedy, Drama",7.7,79.0,29999,23530892.0,"['Adventure', 'Comedy', 'Drama']",Adventure
"South Park: Bigger, Longer & Uncut",1999.0,81,"Animation, Comedy, Fantasy",7.7,73.0,192112,52037603.0,"['Animation', 'Comedy', 'Fantasy']",Animation
Office Space,1999.0,89,Comedy,7.7,68.0,241575,10824921.0,['Comedy'],Comedy
Happiness,1998.0,134,"Comedy, Drama",7.7,81.0,66408,2807390.0,"['Comedy', 'Drama']",Comedy
Training Day,2001.0,122,"Crime, Drama, Thriller",7.7,69.0,390247,76631907.0,"['Crime', 'Drama', 'Thriller']",Crime
Rushmore,1998.0,93,"Comedy, Drama, Romance",7.7,86.0,169229,17105219.0,"['Comedy', 'Drama', 'Romance']",Comedy
Abre los ojos,1997.0,119,"Drama, Mystery, Sci-Fi",7.7,79.0,64082,368234.0,"['Drama', 'Mystery', 'Sci-Fi']",Drama
Being John Malkovich,1999.0,113,"Comedy, Drama, Fantasy",7.7,90.0,312542,22858926.0,"['Comedy', 'Drama', 'Fantasy']",Comedy
As Good as It Gets,1997.0,139,"Comedy, Drama, Romance",7.7,67.0,275755,148478011.0,"['Comedy', 'Drama', 'Romance']",Comedy
The Fifth Element,1997.0,126,"Action, Adventure, Sci-Fi",7.7,52.0,434125,63540020.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Le dîner de cons,1998.0,80,Comedy,7.7,73.0,37424,4065116.0,['Comedy'],Comedy
Donnie Brasco,1997.0,127,"Biography, Crime, Drama",7.7,76.0,279318,41909762.0,"['Biography', 'Crime', 'Drama']",Biography
Shine,1996.0,105,"Biography, Drama, Music",7.7,87.0,51350,35811509.0,"['Biography', 'Drama', 'Music']",Biography
Primal Fear,1996.0,129,"Crime, Drama, Mystery",7.7,47.0,189716,56116183.0,"['Crime', 'Drama', 'Mystery']",Crime
Hamlet,1996.0,242,Drama,7.7,79.0,35991,4414535.0,['Drama'],Drama
A Little Princess,1995.0,97,"Drama, Family, Fantasy",7.7,83.0,32236,10019307.0,"['Drama', 'Family', 'Fantasy']",Drama
Do lok tin si,1995.0,99,"Comedy, Crime, Drama",7.7,71.0,26429,23530892.0,"['Comedy', 'Crime', 'Drama']",Comedy
Il postino,1994.0,108,"Biography, Comedy, Drama",7.7,81.0,33600,21848932.0,"['Biography', 'Comedy', 'Drama']",Biography
Clerks,1994.0,92,Comedy,7.7,70.0,211450,3151130.0,['Comedy'],Comedy
Short Cuts,1993.0,188,"Comedy, Drama",7.7,79.0,42275,6110979.0,"['Comedy', 'Drama']",Comedy
Philadelphia,1993.0,125,Drama,7.7,66.0,224169,77324422.0,['Drama'],Drama
The Muppet Christmas Carol,1992.0,85,"Comedy, Drama, Family",7.7,64.0,50298,27281507.0,"['Comedy', 'Drama', 'Family']",Comedy
Malcolm X,1992.0,202,"Biography, Drama, History",7.7,73.0,85819,48169908.0,"['Biography', 'Drama', 'History']",Biography
The Last of the Mohicans,1992.0,112,"Action, Adventure, Drama",7.7,76.0,150409,75505856.0,"['Action', 'Adventure', 'Drama']",Action
Kurenai no buta,1992.0,94,"Animation, Adventure, Comedy",7.7,83.0,77798,23530892.0,"['Animation', 'Adventure', 'Comedy']",Animation
Glengarry Glen Ross,1992.0,100,"Crime, Drama, Mystery",7.7,82.0,95826,10725228.0,"['Crime', 'Drama', 'Mystery']",Crime
A Few Good Men,1992.0,138,"Drama, Thriller",7.7,62.0,235388,141340178.0,"['Drama', 'Thriller']",Drama
Fried Green Tomatoes,1991.0,130,Drama,7.7,64.0,66941,82418501.0,['Drama'],Drama
Barton Fink,1991.0,116,"Comedy, Drama, Thriller",7.7,69.0,113240,6153939.0,"['Comedy', 'Drama', 'Thriller']",Comedy
Miller's Crossing,1990.0,115,"Crime, Drama, Thriller",7.7,66.0,125822,5080409.0,"['Crime', 'Drama', 'Thriller']",Crime
Who Framed Roger Rabbit,1988.0,104,"Animation, Adventure, Comedy",7.7,83.0,182009,156452370.0,"['Animation', 'Adventure', 'Comedy']",Animation
Spoorloos,1988.0,107,"Mystery, Thriller",7.7,79.0,33982,23530892.0,"['Mystery', 'Thriller']",Mystery
Withnail & I,1987.0,107,"Comedy, Drama",7.7,84.0,40396,1544889.0,"['Comedy', 'Drama']",Comedy
The Last Emperor,1987.0,163,"Biography, Drama, History",7.7,76.0,94326,43984230.0,"['Biography', 'Drama', 'History']",Biography
Empire of the Sun,1987.0,153,"Action, Drama, History",7.7,62.0,115677,22238696.0,"['Action', 'Drama', 'History']",Action
Der Name der Rose,1986.0,130,"Crime, Drama, Mystery",7.7,54.0,102031,7153487.0,"['Crime', 'Drama', 'Mystery']",Crime
Blue Velvet,1986.0,120,"Drama, Mystery, Thriller",7.7,76.0,181285,8551228.0,"['Drama', 'Mystery', 'Thriller']",Drama
The Purple Rose of Cairo,1985.0,82,"Comedy, Fantasy, Romance",7.7,75.0,47102,10631333.0,"['Comedy', 'Fantasy', 'Romance']",Comedy
After Hours,1985.0,97,"Comedy, Crime, Drama",7.7,90.0,59635,10600000.0,"['Comedy', 'Crime', 'Drama']",Comedy
Zelig,1983.0,79,Comedy,7.7,79.0,39881,11798616.0,['Comedy'],Comedy
The Verdict,1982.0,129,Drama,7.7,77.0,36096,54000000.0,['Drama'],Drama
Star Trek II: The Wrath of Khan,1982.0,113,"Action, Adventure, Sci-Fi",7.7,67.0,112704,78912963.0,"['Action', 'Adventure', 'Sci-Fi']",Action
First Blood,1982.0,93,"Action, Adventure",7.7,61.0,226541,47212904.0,"['Action', 'Adventure']",Action
Ordinary People,1980.0,124,Drama,7.7,86.0,47099,54800000.0,['Drama'],Drama
Airplane!,1980.0,88,Comedy,7.7,78.0,214882,83400000.0,['Comedy'],Comedy
Rupan sansei: Kariosutoro no shiro,1979.0,100,"Animation, Adventure, Family",7.7,71.0,27014,23530892.0,"['Animation', 'Adventure', 'Family']",Animation
Halloween,1978.0,91,"Horror, Thriller",7.7,87.0,233106,47000000.0,"['Horror', 'Thriller']",Horror
Le locataire,1976.0,126,"Drama, Thriller",7.7,71.0,39889,1924733.0,"['Drama', 'Thriller']",Drama
Love and Death,1975.0,85,"Comedy, War",7.7,89.0,36037,23530892.0,"['Comedy', 'War']",Comedy
The Taking of Pelham One Two Three,1974.0,104,"Action, Crime, Thriller",7.7,68.0,26729,23530892.0,"['Action', 'Crime', 'Thriller']",Action
Blazing Saddles,1974.0,93,"Comedy, Western",7.7,73.0,125993,119500000.0,"['Comedy', 'Western']",Comedy
Serpico,1973.0,130,"Biography, Crime, Drama",7.7,87.0,109941,29800000.0,"['Biography', 'Crime', 'Drama']",Biography
Enter the Dragon,1973.0,102,"Action, Crime, Drama",7.7,83.0,96561,25000000.0,"['Action', 'Crime', 'Drama']",Action
